	5h	Normalized1	
		5h	
5.01313028	1599	0.402573529411765	1230
5.039390845	1519.7	0.290441176470588	1169
5.06565141	1588.6	0.387867647058824	1222
5.091911975	1619.8	0.431985294117647	1246
5.11817254	1561.3	0.349264705882353	1201
5.144433105	1667.9	0.5	1283
5.17069367	1597.7	0.400735294117647	1229
5.196954235	1621.1	0.433823529411765	1247
5.2232148	1630.2	0.446691176470588	1254
5.249475365	1701.7	0.547794117647059	1309
5.27573593	1660.1	0.488970588235294	1277
5.301996495	1666.6	0.498161764705882	1282
5.32825706	1588.6	0.387867647058824	1222
5.354517625	1648.4	0.472426470588235	1268
5.38077819	1662.7	0.492647058823529	1279
5.407038755	1656.2	0.483455882352941	1274
5.43329932	1547	0.329044117647059	1190
5.459559885	1667.9	0.5	1283
5.48582045	1588.6	0.387867647058824	1222
5.512081015	1587.3	0.386029411764706	1221
5.53834158	1634.1	0.452205882352941	1257
5.564602145	1627.6	0.443014705882353	1252
5.59086271	1712.1	0.5625	1317
5.617123275	1602.9	0.408088235294118	1233
5.64338384	1664	0.494485294117647	1280
5.669644405	1549.6	0.332720588235294	1192
5.69590497	1602.9	0.408088235294118	1233
5.722165535	1563.9	0.352941176470588	1203
5.7484261	1576.9	0.371323529411765	1213
5.774686665	1584.7	0.382352941176471	1219
5.80094723	1622.4	0.435661764705882	1248
5.827207795	1649.7	0.474264705882353	1269
5.85346836	1596.4	0.398897058823529	1228
5.879728925	1552.2	0.336397058823529	1194
5.90598949	1540.5	0.319852941176471	1185
5.932250055	1537.9	0.316176470588235	1183
5.95851062	1537.9	0.316176470588235	1183
5.984771185	1541.8	0.321691176470588	1186
6.01103175	1514.5	0.283088235294118	1165
6.037292315	1610.7	0.419117647058824	1239
6.06355288	1588.6	0.387867647058824	1222
6.089813445	1653.6	0.479779411764706	1272
6.11607401	1579.5	0.375	1215
6.142334575	1586	0.384191176470588	1220
6.16859514	1560	0.347426470588235	1200
6.194855705	1540.5	0.319852941176471	1185
6.22111627	1597.7	0.400735294117647	1229
6.247376835	1482	0.237132352941176	1140
6.2736374	1530.1	0.305147058823529	1177
6.299897965	1521	0.292279411764706	1170
6.32615853	1606.8	0.413602941176471	1236
6.352419095	1492.4	0.251838235294118	1148
6.378679661	1593.8	0.395220588235294	1226
6.404940226	1509.3	0.275735294117647	1161
6.431200791	1596.4	0.398897058823529	1228
6.457461356	1565.2	0.354779411764706	1204
6.483721921	1584.7	0.382352941176471	1219
6.509982486	1652.3	0.477941176470588	1271
6.536243051	1654.9	0.481617647058824	1273
6.562503616	1530.1	0.305147058823529	1177
6.588764181	1491.1	0.25	1147
6.615024746	1539.2	0.318014705882353	1184
6.641285311	1534	0.310661764705882	1180
6.667545876	1536.6	0.314338235294118	1182
6.693806441	1583.4	0.380514705882353	1218
6.720067006	1545.7	0.327205882352941	1189
6.746327571	1526.2	0.299632352941176	1174
6.772588136	1553.5	0.338235294117647	1195
6.798848701	1591.2	0.391544117647059	1224
6.825109266	1528.8	0.303308823529412	1176
6.851369831	1582.1	0.378676470588235	1217
6.877630396	1654.9	0.481617647058824	1273
6.903890961	1648.4	0.472426470588235	1268
6.930151526	1537.9	0.316176470588235	1183
6.956412091	1535.3	0.3125	1181
6.982672656	1556.1	0.341911764705882	1197
7.008933221	1593.8	0.395220588235294	1226
7.035193786	1617.2	0.428308823529412	1244
7.061454351	1602.9	0.408088235294118	1233
7.087714916	1524.9	0.297794117647059	1173
7.113975481	1573	0.365808823529412	1210
7.140236046	1515.8	0.284926470588235	1166
7.166496611	1575.6	0.369485294117647	1212
7.192757176	1619.8	0.431985294117647	1246
7.219017741	1531.4	0.306985294117647	1178
7.245278306	1532.7	0.308823529411765	1179
7.271538871	1565.2	0.354779411764706	1204
7.297799436	1519.7	0.290441176470588	1169
7.324060001	1521	0.292279411764706	1170
7.350320566	1580.8	0.376838235294118	1216
7.376581131	1514.5	0.283088235294118	1165
7.402841696	1615.9	0.426470588235294	1243
7.429102261	1562.6	0.351102941176471	1202
7.455362826	1487.2	0.244485294117647	1144
7.481623391	1601.6	0.40625	1232
7.507883956	1599	0.402573529411765	1230
7.534144521	1584.7	0.382352941176471	1219
7.560405086	1565.2	0.354779411764706	1204
7.586665651	1539.2	0.318014705882353	1184
7.612926216	1567.8	0.358455882352941	1206
7.639186781	1470.3	0.220588235294118	1131
7.665447346	1586	0.384191176470588	1220
7.691707911	1556.1	0.341911764705882	1197
7.717968476	1609.4	0.417279411764706	1238
7.744229041	1491.1	0.25	1147
7.770489606	1461.2	0.207720588235294	1124
7.796750171	1498.9	0.261029411764706	1153
7.823010736	1513.2	0.28125	1164
