	1h	1h	
		1h	
12.891299783	1280.4	0.110423116615067	1067
12.917560348	1305.6	0.132094943240454	1088
12.943820913	1294.8	0.12280701754386	1079
12.970081478	1330.8	0.153766769865841	1109
12.996342043	1279.2	0.109391124871001	1066
13.022602608	1286.4	0.115583075335397	1072
13.048863173	1366.8	0.184726522187822	1139
13.075123738	1351.2	0.171310629514964	1126
13.101384303	1322.4	0.146542827657379	1102
13.127644868	1292.4	0.120743034055728	1077
13.153905433	1305.6	0.132094943240454	1088
13.180165998	1306.8	0.13312693498452	1089
13.206426563	1280.4	0.110423116615067	1067
13.232687128	1318.8	0.143446852425181	1099
13.258947693	1278	0.108359133126935	1065
13.285208258	1317.6	0.142414860681115	1098
13.311468823	1263.6	0.0959752321981424	1053
13.337729388	1276.8	0.107327141382869	1064
13.363989953	1269.6	0.101135190918473	1058
13.390250518	1309.2	0.135190918472652	1091
13.416511083	1280.4	0.110423116615067	1067
13.442771648	1299.6	0.126934984520124	1083
13.469032213	1344	0.165118679050568	1120
13.495292778	1284	0.113519091847265	1070
13.521553343	1250.4	0.0846233230134159	1042
13.547813908	1240.8	0.0763673890608875	1034
13.574074473	1286.4	0.115583075335397	1072
13.600335038	1324.8	0.148606811145511	1104
13.626595603	1225.2	0.0629514963880289	1021
13.652856168	1332	0.154798761609907	1110
13.679116733	1284	0.113519091847265	1070
13.705377298	1292.4	0.120743034055728	1077
13.731637863	1228.8	0.066047471620227	1024
13.757898428	1297.2	0.124871001031992	1081
13.784158993	1263.6	0.0959752321981424	1053
13.810419558	1346.4	0.1671826625387	1122
13.836680123	1294.8	0.12280701754386	1079
13.862940688	1266	0.0980392156862745	1055
13.889201253	1254	0.087719298245614	1045
13.915461818	1300.8	0.12796697626419	1084
13.941722383	1288.8	0.117647058823529	1074
13.967982948	1236	0.0722394220846233	1030
13.994243513	1249.2	0.0835913312693498	1041
14.020504078	1236	0.0722394220846233	1030
14.046764643	1276.8	0.107327141382869	1064
14.073025208	1266	0.0980392156862745	1055
14.099285773	1236	0.0722394220846233	1030
14.125546338	1287.6	0.116615067079463	1073
14.151806903	1285.2	0.114551083591331	1071
14.178067468	1298.4	0.125902992776058	1082
14.204328033	1300.8	0.12796697626419	1084
14.230588598	1255.2	0.0887512899896801	1046
14.256849163	1222.8	0.0608875128998968	1019
14.283109728	1262.4	0.0949432404540764	1052
14.309370293	1267.2	0.0990712074303405	1056
14.335630858	1242	0.0773993808049536	1035
14.361891423	1287.6	0.116615067079463	1073
14.388151988	1284	0.113519091847265	1070
14.414412553	1330.8	0.153766769865841	1109
