	22h	Normalized1	
		22h	
5.01313028	1116.8	0.128318584070796	1396
5.039390845	1123.2	0.133375474083439	1404
5.06565141	1120.8	0.131479140328698	1401
5.091911975	1046.4	0.072692793931732	1308
5.11817254	1063.2	0.0859671302149178	1329
5.144433105	1082.4	0.101137800252845	1353
5.17069367	1049.6	0.0752212389380531	1312
5.196954235	1063.2	0.0859671302149178	1329
5.2232148	1096.8	0.11251580278129	1371
5.249475365	1008	0.0423514538558786	1260
5.27573593	1044	0.0707964601769911	1305
5.301996495	1095.2	0.111251580278129	1369
5.32825706	1017.6	0.049936788874842	1272
5.354517625	1089.6	0.106826801517067	1362
5.38077819	1048.8	0.0745891276864728	1311
5.407038755	1041.6	0.0689001264222503	1302
5.43329932	1040	0.0676359039190898	1300
5.459559885	1081.6	0.100505689001264	1352
5.48582045	1084	0.102402022756005	1355
5.512081015	1023.2	0.0543615676359039	1279
5.53834158	1052	0.0771175726927939	1315
5.564602145	1103.2	0.117572692793932	1379
5.59086271	1091.2	0.108091024020228	1364
5.617123275	1068	0.0897597977243995	1335
5.64338384	1062.4	0.0853350189633376	1328
5.669644405	1113.6	0.125790139064475	1392
5.69590497	990.4	0.0284450063211125	1238
5.722165535	1088	0.105562579013906	1360
5.7484261	1034.4	0.0632111251580278	1293
5.774686665	1060.8	0.084070796460177	1326
5.80094723	1096	0.111883691529709	1370
5.827207795	1097.6	0.11314791403287	1372
5.85346836	1072.8	0.0935524652338812	1341
5.879728925	1060.8	0.084070796460177	1326
5.90598949	1084.8	0.103034134007585	1356
5.932250055	1056	0.0802781289506953	1320
5.95851062	996	0.0328697850821745	1245
5.984771185	1059.2	0.0828065739570164	1324
6.01103175	1057.6	0.0815423514538559	1322
6.037292315	1054.4	0.0790139064475348	1318
6.06355288	1027.2	0.0575221238938053	1284
6.089813445	1077.6	0.0973451327433628	1347
6.11607401	1089.6	0.106826801517067	1362
6.142334575	1071.2	0.0922882427307206	1339
6.16859514	1087.2	0.104930467762326	1359
6.194855705	1119.2	0.130214917825537	1399
6.22111627	1076.8	0.0967130214917826	1346
6.247376835	1029.6	0.0594184576485461	1287
6.2736374	1072	0.0929203539823009	1340
6.299897965	1060.8	0.084070796460177	1326
6.32615853	1029.6	0.0594184576485461	1287
6.352419095	1072	0.0929203539823009	1340
6.378679661	1080	0.0992414664981037	1350
6.404940226	1116	0.127686472819216	1395
6.431200791	1012.8	0.0461441213653603	1266
6.457461356	1044.8	0.0714285714285714	1306
6.483721921	1048	0.0739570164348926	1310
6.509982486	1079.2	0.0986093552465234	1349
6.536243051	1079.2	0.0986093552465234	1349
6.562503616	985.6	0.0246523388116308	1232
6.588764181	1071.2	0.0922882427307206	1339
6.615024746	1060	0.0834386852085967	1325
6.641285311	1052.8	0.0777496839443742	1316
6.667545876	1053.6	0.0783817951959545	1317
6.693806441	1070.4	0.0916561314791403	1338
6.720067006	1040	0.0676359039190898	1300
6.746327571	1051.2	0.0764854614412137	1314
6.772588136	1036.8	0.0651074589127687	1296
6.798848701	1028	0.0581542351453856	1285
6.825109266	1060.8	0.084070796460177	1326
6.851369831	1035.2	0.0638432364096081	1294
6.877630396	1047.2	0.0733249051833123	1309
6.903890961	1064	0.0865992414664981	1330
6.930151526	1021.6	0.0530973451327434	1277
6.956412091	979.2	0.0195954487989886	1224
6.982672656	1068.8	0.0903919089759798	1336
7.008933221	1088	0.105562579013906	1360
7.035193786	1064	0.0865992414664981	1330
7.061454351	1101.6	0.116308470290771	1377
7.087714916	1044.8	0.0714285714285714	1306
7.113975481	1031.2	0.0606826801517067	1289
7.140236046	1092.8	0.109355246523388	1366
7.166496611	1020	0.0518331226295828	1275
7.192757176	1095.2	0.111251580278129	1369
7.219017741	1013.6	0.0467762326169406	1267
7.245278306	1052.8	0.0777496839443742	1316
7.271538871	1043.2	0.0701643489254109	1304
7.297799436	1036	0.0644753476611884	1295
7.324060001	1070.4	0.0916561314791403	1338
7.350320566	1000.8	0.0366624525916561	1251
7.376581131	1051.2	0.0764854614412137	1314
7.402841696	1011.2	0.0448798988621998	1264
7.429102261	1040	0.0676359039190898	1300
7.455362826	1027.2	0.0575221238938053	1284
7.481623391	1015.2	0.0480404551201011	1269
7.507883956	1066.4	0.088495575221239	1333
7.534144521	1023.2	0.0543615676359039	1279
7.560405086	1000.8	0.0366624525916561	1251
7.586665651	1048	0.0739570164348926	1310
7.612926216	1000.8	0.0366624525916561	1251
7.639186781	1044	0.0707964601769911	1305
7.665447346	1028.8	0.0587863463969659	1286
7.691707911	1010.4	0.0442477876106195	1263
7.717968476	1021.6	0.0530973451327434	1277
7.744229041	1048.8	0.0745891276864728	1311
7.770489606	1021.6	0.0530973451327434	1277
7.796750171	1033.6	0.0625790139064475	1292
7.823010736	1028.8	0.0587863463969659	1286
7.849271301	1066.4	0.088495575221239	1333
7.875531866	1002.4	0.0379266750948167	1253
7.901792431	1063.2	0.0859671302149178	1329
