	16h	Normalized1
10.606630627	1351	0.0728228228228228
10.632891192	1469	0.161411411411411
10.659151757	1438	0.138138138138138
10.685412322	1347	0.0698198198198198
10.711672887	1421	0.125375375375375
10.737933452	1394	0.105105105105105
10.764194017	1341	0.0653153153153153
10.790454582	1326	0.0540540540540541
10.816715147	1401	0.11036036036036
10.842975712	1442	0.141141141141141
10.869236277	1382	0.0960960960960961
10.895496842	1378	0.0930930930930931
10.921757407	1431	0.132882882882883
10.948017972	1423	0.126876876876877
10.974278537	1395	0.105855855855856
11.000539102	1415	0.120870870870871
11.026799667	1390	0.102102102102102
11.053060232	1405	0.113363363363363
11.079320797	1372	0.0885885885885886
11.105581362	1412	0.118618618618619
11.131841927	1351	0.0728228228228228
11.158102492	1345	0.0683183183183183
11.184363057	1461	0.155405405405405
11.210623622	1380	0.0945945945945946
11.236884187	1420	0.124624624624625
11.263144752	1441	0.14039039039039
11.289405317	1395	0.105855855855856
11.315665882	1405	0.113363363363363
11.341926447	1389	0.101351351351351
11.368187012	1398	0.108108108108108
11.394447577	1415	0.120870870870871
11.420708142	1458	0.153153153153153
11.446968707	1391	0.102852852852853
11.473229272	1418	0.123123123123123
11.499489837	1404	0.112612612612613
11.525750402	1423	0.126876876876877
11.552010967	1422	0.126126126126126
11.578271532	1397	0.107357357357357
11.604532097	1395	0.105855855855856
11.630792662	1414	0.12012012012012
11.657053227	1360	0.0795795795795796
11.683313792	1453	0.149399399399399
11.709574357	1356	0.0765765765765766
11.735834922	1418	0.123123123123123
11.762095487	1414	0.12012012012012
11.788356052	1434	0.135135135135135
11.814616618	1448	0.145645645645646
11.840877183	1425	0.128378378378378
11.867137748	1388	0.100600600600601
11.893398313	1409	0.116366366366366
11.919658878	1360	0.0795795795795796
11.945919443	1405	0.113363363363363
11.972180008	1410	0.117117117117117
11.998440573	1393	0.104354354354354
12.024701138	1368	0.0855855855855856
12.050961703	1516	0.196696696696697
12.077222268	1387	0.0998498498498498
12.103482833	1343	0.0668168168168168
12.129743398	1376	0.0915915915915916
12.156003963	1427	0.12987987987988
12.182264528	1440	0.13963963963964
12.208525093	1403	0.111861861861862
12.234785658	1429	0.131381381381381
12.261046223	1463	0.156906906906907
12.287306788	1416	0.121621621621622
12.313567353	1349	0.0713213213213213
12.339827918	1344	0.0675675675675676
12.366088483	1407	0.114864864864865
12.392349048	1411	0.117867867867868
12.418609613	1362	0.0810810810810811
12.444870178	1364	0.0825825825825826
12.471130743	1422	0.126126126126126
12.497391308	1373	0.0893393393393393
12.523651873	1399	0.108858858858859
12.549912438	1395	0.105855855855856
12.576173003	1490	0.177177177177177
12.602433568	1390	0.102102102102102
12.628694133	1413	0.119369369369369
12.654954698	1453	0.149399399399399
12.681215263	1438	0.138138138138138
12.707475828	1375	0.0908408408408408
12.733736393	1453	0.149399399399399
12.759996958	1380	0.0945945945945946
12.786257523	1477	0.167417417417417
12.812518088	1418	0.123123123123123
12.838778653	1380	0.0945945945945946
12.865039218	1503	0.186936936936937
12.891299783	1393	0.104354354354354
12.917560348	1450	0.147147147147147
12.943820913	1386	0.0990990990990991
12.970081478	1389	0.101351351351351
12.996342043	1438	0.138138138138138
13.022602608	1461	0.155405405405405
13.048863173	1408	0.115615615615616
13.075123738	1412	0.118618618618619
13.101384303	1392	0.103603603603604
13.127644868	1365	0.0833333333333333
13.153905433	1464	0.157657657657658
13.180165998	1401	0.11036036036036
13.206426563	1357	0.0773273273273273
13.232687128	1453	0.149399399399399
13.258947693	1469	0.161411411411411
13.285208258	1393	0.104354354354354
13.311468823	1340	0.0645645645645646
13.337729388	1399	0.108858858858859
13.363989953	1332	0.0585585585585586
13.390250518	1446	0.144144144144144
13.416511083	1436	0.136636636636637
13.442771648	1424	0.127627627627628
13.469032213	1452	0.148648648648649
13.495292778	1429	0.131381381381381
13.521553343	1427	0.12987987987988
13.547813908	1447	0.144894894894895
13.574074473	1429	0.131381381381381
13.600335038	1418	0.123123123123123
13.626595603	1327	0.0548048048048048
13.652856168	1424	0.127627627627628
13.679116733	1379	0.0938438438438438
13.705377298	1359	0.0788288288288288
13.731637863	1437	0.137387387387387
13.757898428	1451	0.147897897897898
13.784158993	1472	0.163663663663664
13.810419558	1377	0.0923423423423423
13.836680123	1438	0.138138138138138
13.862940688	1447	0.144894894894895
13.889201253	1423	0.126876876876877
13.915461818	1428	0.130630630630631
13.941722383	1372	0.0885885885885886
13.967982948	1404	0.112612612612613
13.994243513	1400	0.10960960960961
14.020504078	1447	0.144894894894895
14.046764643	1445	0.143393393393393
14.073025208	1366	0.0840840840840841
14.099285773	1371	0.0878378378378378
14.125546338	1505	0.188438438438438
14.151806903	1354	0.0750750750750751
14.178067468	1457	0.152402402402402
14.204328033	1415	0.120870870870871
14.230588598	1441	0.14039039039039
14.256849163	1447	0.144894894894895
14.283109728	1358	0.0780780780780781
14.309370293	1325	0.0533033033033033
14.335630858	1402	0.111111111111111
14.361891423	1399	0.108858858858859
14.388151988	1400	0.10960960960961
14.414412553	1427	0.12987987987988
14.440673118	1378	0.0930930930930931
14.466933683	1481	0.17042042042042
14.493194248	1375	0.0908408408408408
14.519454814	1425	0.128378378378378
14.545715379	1431	0.132882882882883
14.571975944	1393	0.104354354354354
14.598236509	1437	0.137387387387387
14.624497074	1340	0.0645645645645646
14.650757639	1349	0.0713213213213213
14.677018204	1401	0.11036036036036
14.703278769	1475	0.165915915915916
14.729539334	1404	0.112612612612613
14.755799899	1396	0.106606606606607
14.782060464	1344	0.0675675675675676
14.808321029	1420	0.124624624624625
14.834581594	1457	0.152402402402402
14.860842159	1393	0.104354354354354
14.887102724	1414	0.12012012012012
14.913363289	1447	0.144894894894895
14.939623854	1417	0.122372372372372
14.965884419	1382	0.0960960960960961
14.992144984	1401	0.11036036036036
15.018405549	1448	0.145645645645646
15.044666114	1371	0.0878378378378378
15.070926679	1455	0.150900900900901
15.097187244	1409	0.116366366366366
15.123447809	1417	0.122372372372372
15.149708374	1381	0.0953453453453453
15.175968939	1392	0.103603603603604
15.202229504	1353	0.0743243243243243
15.228490069	1321	0.0503003003003003
15.254750634	1323	0.0518018018018018
15.281011199	1430	0.132132132132132
15.307271764	1316	0.0465465465465465
15.333532329	1437	0.137387387387387
15.359792894	1352	0.0735735735735736
15.386053459	1436	0.136636636636637
15.412314024	1396	0.106606606606607
15.438574589	1432	0.133633633633634
15.464835154	1402	0.111111111111111
15.491095719	1426	0.129129129129129
15.517356284	1412	0.118618618618619
15.543616849	1419	0.123873873873874
15.569877414	1338	0.0630630630630631
15.596137979	1359	0.0788288288288288
15.622398544	1368	0.0855855855855856
15.648659109	1313	0.0442942942942943
15.674919674	1399	0.108858858858859
15.701180239	1458	0.153153153153153
15.727440804	1339	0.0638138138138138
15.753701369	1427	0.12987987987988
15.779961934	1359	0.0788288288288288
15.806222499	1370	0.0870870870870871
15.832483064	1435	0.135885885885886
15.858743629	1419	0.123873873873874
15.885004194	1365	0.0833333333333333
15.911264759	1389	0.101351351351351
15.937525324	1397	0.107357357357357
15.963785889	1423	0.126876876876877
15.990046454	1406	0.114114114114114
16.016307019	1386	0.0990990990990991
16.042567584	1417	0.122372372372372
16.068828149	1301	0.0352852852852853
16.095088714	1444	0.142642642642643
16.121349279	1431	0.132882882882883
16.147609844	1452	0.148648648648649
16.173870409	1389	0.101351351351351
16.200130974	1399	0.108858858858859
16.226391539	1384	0.0975975975975976
16.252652104	1370	0.0870870870870871
16.278912669	1412	0.118618618618619
16.305173234	1418	0.123123123123123
16.331433799	1384	0.0975975975975976
16.357694364	1408	0.115615615615616
16.383954929	1414	0.12012012012012
16.410215494	1362	0.0810810810810811
16.436476059	1404	0.112612612612613
16.462736624	1374	0.0900900900900901
16.488997189	1419	0.123873873873874
16.515257754	1337	0.0623123123123123
16.541518319	1379	0.0938438438438438
16.567778884	1342	0.0660660660660661
16.594039449	1463	0.156906906906907
16.620300014	1451	0.147897897897898
16.646560579	1392	0.103603603603604
16.672821144	1376	0.0915915915915916
16.699081709	1429	0.131381381381381
16.725342274	1443	0.141891891891892
16.751602839	1447	0.144894894894895
16.777863404	1425	0.128378378378378
16.804123969	1390	0.102102102102102
16.830384534	1343	0.0668168168168168
16.856645099	1355	0.0758258258258258
16.882905664	1422	0.126126126126126
16.909166229	1431	0.132882882882883
16.935426794	1420	0.124624624624625
16.961687359	1361	0.0803303303303303
16.987947924	1399	0.108858858858859
17.014208489	1466	0.159159159159159
17.040469054	1376	0.0915915915915916
17.066729619	1429	0.131381381381381
17.092990184	1388	0.100600600600601
17.119250749	1416	0.121621621621622
17.145511314	1426	0.129129129129129
17.171771879	1403	0.111861861861862
17.198032444	1354	0.0750750750750751
17.224293009	1375	0.0908408408408408
17.250553575	1382	0.0960960960960961
17.27681414	1464	0.157657657657658
17.303074705	1363	0.0818318318318318
17.32933527	1425	0.128378378378378
17.355595835	1361	0.0803303303303303
17.3818564	1324	0.0525525525525526
17.408116965	1430	0.132132132132132
17.43437753	1358	0.0780780780780781
17.460638095	1405	0.113363363363363
17.48689866	1374	0.0900900900900901
17.513159225	1400	0.10960960960961
17.53941979	1426	0.129129129129129
17.565680355	1444	0.142642642642643
17.59194092	1435	0.135885885885886
17.618201485	1365	0.0833333333333333
17.64446205	1431	0.132882882882883
17.670722615	1345	0.0683183183183183
17.69698318	1354	0.0750750750750751
17.723243745	1418	0.123123123123123
17.74950431	1432	0.133633633633634
17.775764875	1389	0.101351351351351
17.80202544	1430	0.132132132132132
17.828286005	1441	0.14039039039039
17.85454657	1451	0.147897897897898
17.880807135	1469	0.161411411411411
17.9070677	1406	0.114114114114114
17.933328265	1311	0.0427927927927928
17.95958883	1421	0.125375375375375
17.985849395	1434	0.135135135135135
18.01210996	1383	0.0968468468468468
18.038370525	1419	0.123873873873874
18.06463109	1372	0.0885885885885886
18.090891655	1393	0.104354354354354
18.11715222	1389	0.101351351351351
18.143412785	1412	0.118618618618619
18.16967335	1401	0.11036036036036
18.195933915	1397	0.107357357357357
18.22219448	1398	0.108108108108108
18.248455045	1411	0.117867867867868
18.27471561	1463	0.156906906906907
18.300976175	1457	0.152402402402402
18.32723674	1392	0.103603603603604
18.353497305	1481	0.17042042042042
18.37975787	1448	0.145645645645646
18.406018435	1397	0.107357357357357
18.432279	1392	0.103603603603604
18.458539565	1398	0.108108108108108
18.48480013	1383	0.0968468468468468
18.511060695	1455	0.150900900900901
18.53732126	1345	0.0683183183183183
18.563581825	1367	0.0848348348348348
18.58984239	1405	0.113363363363363
18.616102955	1397	0.107357357357357
18.64236352	1433	0.134384384384384
18.668624085	1437	0.137387387387387
18.69488465	1435	0.135885885885886
18.721145215	1394	0.105105105105105
18.74740578	1460	0.154654654654655
18.773666345	1393	0.104354354354354
18.79992691	1505	0.188438438438438
18.826187475	1324	0.0525525525525526
18.85244804	1369	0.0863363363363363
18.878708605	1393	0.104354354354354
18.90496917	1392	0.103603603603604
18.931229735	1373	0.0893393393393393
18.9574903	1356	0.0765765765765766
18.983750865	1365	0.0833333333333333
19.01001143	1309	0.0412912912912913
19.036271995	1411	0.117867867867868
19.06253256	1436	0.136636636636637
19.088793125	1447	0.144894894894895
19.11505369	1468	0.160660660660661
19.141314255	1417	0.122372372372372
19.16757482	1415	0.120870870870871
19.193835385	1456	0.151651651651652
19.22009595	1406	0.114114114114114
19.246356515	1352	0.0735735735735736
19.27261708	1491	0.177927927927928
19.298877645	1338	0.0630630630630631
19.32513821	1399	0.108858858858859
19.351398775	1352	0.0735735735735736
19.37765934	1428	0.130630630630631
19.403919905	1445	0.143393393393393
19.43018047	1395	0.105855855855856
19.456441035	1409	0.116366366366366
19.4827016	1333	0.0593093093093093
19.508962165	1396	0.106606606606607
19.53522273	1379	0.0938438438438438
19.561483295	1402	0.111111111111111
19.58774386	1419	0.123873873873874
19.614004425	1429	0.131381381381381
19.64026499	1463	0.156906906906907
19.666525555	1392	0.103603603603604
19.69278612	1407	0.114864864864865
19.719046685	1365	0.0833333333333333
19.74530725	1418	0.123123123123123
19.771567815	1373	0.0893393393393393
19.79782838	1405	0.113363363363363
19.824088945	1401	0.11036036036036
19.85034951	1430	0.132132132132132
19.876610075	1441	0.14039039039039
19.90287064	1406	0.114114114114114
19.929131205	1447	0.144894894894895
19.955391771	1402	0.111111111111111
19.981652336	1493	0.179429429429429
20.007912901	1420	0.124624624624625
20.034173466	1363	0.0818318318318318
20.060434031	1426	0.129129129129129
20.086694596	1377	0.0923423423423423
20.112955161	1399	0.108858858858859
20.139215726	1409	0.116366366366366
20.165476291	1393	0.104354354354354
20.191736856	1402	0.111111111111111
20.217997421	1405	0.113363363363363
20.244257986	1419	0.123873873873874
20.270518551	1368	0.0855855855855856
20.296779116	1437	0.137387387387387
20.323039681	1369	0.0863363363363363
20.349300246	1482	0.171171171171171
20.375560811	1392	0.103603603603604
20.401821376	1428	0.130630630630631
20.428081941	1396	0.106606606606607
20.454342506	1357	0.0773273273273273
20.480603071	1429	0.131381381381381
20.506863636	1416	0.121621621621622
20.533124201	1369	0.0863363363363363
20.559384766	1413	0.119369369369369
20.585645331	1415	0.120870870870871
20.611905896	1355	0.0758258258258258
20.638166461	1437	0.137387387387387
20.664427026	1369	0.0863363363363363
20.690687591	1418	0.123123123123123
20.716948156	1436	0.136636636636637
20.743208721	1545	0.218468468468468
20.769469286	1459	0.153903903903904
20.795729851	1419	0.123873873873874
20.821990416	1500	0.184684684684685
20.848250981	1416	0.121621621621622
20.874511546	1420	0.124624624624625
20.900772111	1452	0.148648648648649
20.927032676	1411	0.117867867867868
20.953293241	1362	0.0810810810810811
20.979553806	1453	0.149399399399399
21.005814371	1374	0.0900900900900901
21.032074936	1387	0.0998498498498498
21.058335501	1341	0.0653153153153153
21.084596066	1412	0.118618618618619
21.110856631	1390	0.102102102102102
21.137117196	1371	0.0878378378378378
21.163377761	1376	0.0915915915915916
21.189638326	1425	0.128378378378378
21.215898891	1410	0.117117117117117
21.242159456	1489	0.176426426426426
21.268420021	1433	0.134384384384384
21.294680586	1359	0.0788288288288288
21.320941151	1379	0.0938438438438438
21.347201716	1405	0.113363363363363
21.373462281	1320	0.0495495495495496
21.399722846	1462	0.156156156156156
21.425983411	1341	0.0653153153153153
21.452243976	1435	0.135885885885886
21.478504541	1438	0.138138138138138
21.504765106	1438	0.138138138138138
21.531025671	1428	0.130630630630631
21.557286236	1439	0.138888888888889
21.583546801	1441	0.14039039039039
21.609807366	1463	0.156906906906907
21.636067931	1400	0.10960960960961
21.662328496	1370	0.0870870870870871
21.688589061	1386	0.0990990990990991
21.714849626	1440	0.13963963963964
21.741110191	1465	0.158408408408408
21.767370756	1394	0.105105105105105
21.793631321	1325	0.0533033033033033
21.819891886	1389	0.101351351351351
21.846152451	1477	0.167417417417417
21.872413016	1478	0.168168168168168
21.898673581	1409	0.116366366366366
21.924934146	1385	0.0983483483483484
21.951194711	1452	0.148648648648649
21.977455276	1465	0.158408408408408
22.003715841	1435	0.135885885885886
22.029976406	1421	0.125375375375375
22.056236971	1428	0.130630630630631
22.082497536	1465	0.158408408408408
22.108758101	1366	0.0840840840840841
22.135018666	1399	0.108858858858859
22.161279231	1345	0.0683183183183183
22.187539796	1364	0.0825825825825826
22.213800361	1425	0.128378378378378
22.240060926	1400	0.10960960960961
22.266321491	1434	0.135135135135135
22.292582056	1412	0.118618618618619
22.318842621	1397	0.107357357357357
22.345103186	1463	0.156906906906907
22.371363751	1423	0.126876876876877
22.397624316	1474	0.165165165165165
22.423884881	1462	0.156156156156156
22.450145446	1448	0.145645645645646
22.476406011	1446	0.144144144144144
22.502666576	1420	0.124624624624625
22.528927141	1487	0.174924924924925
22.555187706	1484	0.172672672672673
22.581448271	1489	0.176426426426426
22.607708836	1515	0.195945945945946
22.633969401	1438	0.138138138138138
22.660229967	1413	0.119369369369369
22.686490532	1506	0.189189189189189
22.712751097	1400	0.10960960960961
22.739011662	1477	0.167417417417417
22.765272227	1599	0.259009009009009
22.791532792	1665	0.308558558558559
22.817793357	1611	0.268018018018018
22.844053922	1522	0.201201201201201
22.870314487	1595	0.256006006006006
22.896575052	1584	0.247747747747748
22.922835617	1581	0.245495495495495
22.949096182	1595	0.256006006006006
22.975356747	1558	0.228228228228228
23.001617312	1629	0.281531531531532
23.027877877	1646	0.294294294294294
23.054138442	1517	0.197447447447447
23.080399007	1605	0.263513513513513
23.106659572	1546	0.219219219219219
23.132920137	1540	0.214714714714715
23.159180702	1535	0.210960960960961
23.185441267	1503	0.186936936936937
23.211701832	1509	0.191441441441441
23.237962397	1533	0.209459459459459
23.264222962	1579	0.243993993993994
23.290483527	1495	0.180930930930931
23.316744092	1457	0.152402402402402
23.343004657	1466	0.159159159159159
23.369265222	1473	0.164414414414414
23.395525787	1552	0.223723723723724
23.421786352	1451	0.147897897897898
23.448046917	1453	0.149399399399399
23.474307482	1466	0.159159159159159
23.500568047	1458	0.153153153153153
23.526828612	1414	0.12012012012012
23.553089177	1426	0.129129129129129
23.579349742	1540	0.214714714714715
23.605610307	1434	0.135135135135135
23.631870872	1404	0.112612612612613
23.658131437	1515	0.195945945945946
23.684392002	1439	0.138888888888889
23.710652567	1486	0.174174174174174
23.736913132	1437	0.137387387387387
23.763173697	1481	0.17042042042042
23.789434262	1391	0.102852852852853
23.815694827	1463	0.156906906906907
23.841955392	1474	0.165165165165165
23.868215957	1365	0.0833333333333333
23.894476522	1433	0.134384384384384
23.920737087	1501	0.185435435435435
23.946997652	1370	0.0870870870870871
23.973258217	1391	0.102852852852853
23.999518782	1372	0.0885885885885886
24.025779347	1435	0.135885885885886
24.052039912	1428	0.130630630630631
24.078300477	1467	0.15990990990991
24.104561042	1415	0.120870870870871
24.130821607	1428	0.130630630630631
24.157082172	1435	0.135885885885886
24.183342737	1401	0.11036036036036
24.209603302	1393	0.104354354354354
24.235863867	1398	0.108108108108108
24.262124432	1394	0.105105105105105
24.288384997	1387	0.0998498498498498
24.314645562	1445	0.143393393393393
24.340906127	1454	0.15015015015015
24.367166692	1420	0.124624624624625
24.393427257	1445	0.143393393393393
24.419687822	1483	0.171921921921922
24.445948387	1435	0.135885885885886
24.472208952	1448	0.145645645645646
24.498469517	1431	0.132882882882883
24.524730082	1409	0.116366366366366
24.550990647	1404	0.112612612612613
24.577251212	1400	0.10960960960961
24.603511777	1383	0.0968468468468468
24.629772342	1427	0.12987987987988
24.656032907	1390	0.102102102102102
24.682293472	1434	0.135135135135135
24.708554037	1386	0.0990990990990991
24.734814602	1455	0.150900900900901
24.761075167	1455	0.150900900900901
24.787335732	1418	0.123123123123123
24.813596297	1503	0.186936936936937
24.839856862	1386	0.0990990990990991
24.866117427	1369	0.0863363363363363
24.892377992	1477	0.167417417417417
24.918638557	1472	0.163663663663664
24.944899122	1412	0.118618618618619
24.971159687	1420	0.124624624624625
24.997420252	1419	0.123873873873874
25.023680817	1362	0.0810810810810811
25.049941382	1420	0.124624624624625
25.076201947	1482	0.171171171171171
25.102462512	1422	0.126126126126126
25.128723077	1532	0.208708708708709
25.154983642	1392	0.103603603603604
25.181244207	1409	0.116366366366366
25.207504772	1484	0.172672672672673
25.233765337	1526	0.204204204204204
25.260025902	1436	0.136636636636637
25.286286467	1521	0.20045045045045
25.312547032	1473	0.164414414414414
25.338807597	1536	0.211711711711712
25.365068162	1519	0.198948948948949
25.391328728	1468	0.160660660660661
25.417589293	1538	0.213213213213213
25.443849858	1495	0.180930930930931
25.470110423	1493	0.179429429429429
25.496370988	1501	0.185435435435435
25.522631553	1524	0.202702702702703
25.548892118	1528	0.205705705705706
25.575152683	1522	0.201201201201201
25.601413248	1583	0.246996996996997
25.627673813	1558	0.228228228228228
25.653934378	1556	0.226726726726727
25.680194943	1521	0.20045045045045
25.706455508	1539	0.213963963963964
25.732716073	1597	0.257507507507508
25.758976638	1529	0.206456456456456
25.785237203	1555	0.225975975975976
25.811497768	1605	0.263513513513513
25.837758333	1498	0.183183183183183
25.864018898	1436	0.136636636636637
25.890279463	1405	0.113363363363363
25.916540028	1504	0.187687687687688
25.942800593	1435	0.135885885885886
25.969061158	1384	0.0975975975975976
25.995321723	1487	0.174924924924925
26.021582288	1490	0.177177177177177
26.047842853	1456	0.151651651651652
26.074103418	1449	0.146396396396396
26.100363983	1513	0.194444444444444
26.126624548	1473	0.164414414414414
26.152885113	1395	0.105855855855856
26.179145678	1442	0.141141141141141
26.205406243	1455	0.150900900900901
26.231666808	1428	0.130630630630631
