	12h	Normalized1	
		12h	
5.01313028	1717.3	0.351724137931034	1321
5.039390845	1730.3	0.36551724137931	1331
5.06565141	1765.4	0.402758620689655	1358
5.091911975	1766.7	0.404137931034483	1359
5.11817254	1722.5	0.357241379310345	1325
5.144433105	1765.4	0.402758620689655	1358
5.17069367	1808.3	0.448275862068965	1391
5.196954235	1727.7	0.362758620689655	1329
5.2232148	1661.4	0.292413793103448	1278
5.249475365	1706.9	0.340689655172414	1313
5.27573593	1748.5	0.384827586206897	1345
5.301996495	1680.9	0.313103448275862	1293
5.32825706	1744.6	0.380689655172414	1342
5.354517625	1726.4	0.361379310344828	1328
5.38077819	1718.6	0.353103448275862	1322
5.407038755	1739.4	0.375172413793103	1338
5.43329932	1752.4	0.388965517241379	1348
5.459559885	1670.5	0.302068965517241	1285
5.48582045	1725.1	0.36	1327
5.512081015	1738.1	0.373793103448276	1337
5.53834158	1727.7	0.362758620689655	1329
5.564602145	1771.9	0.409655172413793	1363
5.59086271	1680.9	0.313103448275862	1293
5.617123275	1743.3	0.379310344827586	1341
5.64338384	1738.1	0.373793103448276	1337
5.669644405	1714.7	0.348965517241379	1319
5.69590497	1761.5	0.398620689655172	1355
5.722165535	1774.5	0.412413793103448	1365
5.7484261	1674.4	0.306206896551724	1288
5.774686665	1748.5	0.384827586206897	1345
5.80094723	1610.7	0.238620689655172	1239
5.827207795	1752.4	0.388965517241379	1348
5.85346836	1777.1	0.415172413793103	1367
5.879728925	1755	0.391724137931034	1350
5.90598949	1777.1	0.415172413793103	1367
5.932250055	1684.8	0.317241379310345	1296
5.95851062	1688.7	0.321379310344828	1299
5.984771185	1688.7	0.321379310344828	1299
6.01103175	1736.8	0.372413793103448	1336
6.037292315	1777.1	0.415172413793103	1367
6.06355288	1834.3	0.475862068965517	1411
6.089813445	1673.1	0.304827586206897	1287
6.11607401	1696.5	0.329655172413793	1305
6.142334575	1683.5	0.315862068965517	1295
6.16859514	1760.2	0.397241379310345	1354
6.194855705	1664	0.295172413793103	1280
6.22111627	1712.1	0.346206896551724	1317
6.247376835	1682.2	0.31448275862069	1294
6.2736374	1704.3	0.337931034482759	1311
6.299897965	1739.4	0.375172413793103	1338
6.32615853	1667.9	0.299310344827586	1283
6.352419095	1716	0.350344827586207	1320
6.378679661	1678.3	0.310344827586207	1291
6.404940226	1683.5	0.315862068965517	1295
6.431200791	1687.4	0.32	1298
6.457461356	1670.5	0.302068965517241	1285
6.483721921	1690	0.322758620689655	1300
6.509982486	1636.7	0.266206896551724	1259
6.536243051	1782.3	0.420689655172414	1371
6.562503616	1645.8	0.275862068965517	1266
